id,name,node_id_old,node_id,QEM_reference_node_id,control_type,control_type_name,x,y,geometry
437,,18,18,0,1,no_control,-111.884384,33.31315,"<Point><coordinates>-111.884384,33.313150</coordinates></Point>"
532,,19,19,0,1,no_control,-111.884221,33.300675,"<Point><coordinates>-111.884221,33.300675</coordinates></Point>"
435,,20,20,0,1,no_control,-111.867051,33.313232,"<Point><coordinates>-111.867051,33.313232</coordinates></Point>"
511,,21,21,0,1,no_control,-111.866948,33.298687,"<Point><coordinates>-111.866948,33.298687</coordinates></Point>"
431,,22,22,0,1,no_control,-111.8496,33.313315,"<Point><coordinates>-111.849600,33.313315</coordinates></Point>"
507,,23,23,0,1,no_control,-111.849572,33.298773,"<Point><coordinates>-111.849572,33.298773</coordinates></Point>"
426,,24,24,0,1,no_control,-111.832205,33.313378,"<Point><coordinates>-111.832205,33.313378</coordinates></Point>"
503,,25,25,0,1,no_control,-111.832192,33.298861,"<Point><coordinates>-111.832192,33.298861</coordinates></Point>"
420,,26,26,0,1,no_control,-111.814822,33.313497,"<Point><coordinates>-111.814822,33.313497</coordinates></Point>"
496,,27,27,0,1,no_control,-111.814924,33.29898,"<Point><coordinates>-111.814924,33.298980</coordinates></Point>"
439,,28,28,0,1,no_control,-111.797746,33.309967,"<Point><coordinates>-111.797746,33.309967</coordinates></Point>"
492,,29,29,0,1,no_control,-111.797617,33.299053,"<Point><coordinates>-111.797617,33.299053</coordinates></Point>"
713,,30,30,0,1,no_control,-111.884107,33.28364,"<Point><coordinates>-111.884107,33.283640</coordinates></Point>"
810,,31,31,0,1,no_control,-111.884099,33.268738,"<Point><coordinates>-111.884099,33.268738</coordinates></Point>"
896,,32,32,0,1,no_control,-111.886824,33.251033,"<Point><coordinates>-111.886824,33.251033</coordinates></Point>"
973,,33,33,0,1,no_control,-111.883907,33.239617,"<Point><coordinates>-111.883907,33.239617</coordinates></Point>"
702,,34,34,0,1,no_control,-111.866711,33.283755,"<Point><coordinates>-111.866711,33.283755</coordinates></Point>"
806,,35,35,0,1,no_control,-111.869667,33.268975,"<Point><coordinates>-111.869667,33.268975</coordinates></Point>"
894,,36,36,0,1,no_control,-111.870673,33.25426,"<Point><coordinates>-111.870673,33.254260</coordinates></Point>"
959,,37,37,0,1,no_control,-111.866503,33.240186,"<Point><coordinates>-111.866503,33.240186</coordinates></Point>"
686,,38,38,0,1,no_control,-111.849521,33.283975,"<Point><coordinates>-111.849521,33.283975</coordinates></Point>"
802,,39,39,0,1,no_control,-111.849303,33.269229,"<Point><coordinates>-111.849303,33.269229</coordinates></Point>"
890,,40,40,0,1,no_control,-111.849174,33.254701,"<Point><coordinates>-111.849174,33.254701</coordinates></Point>"
971,,41,41,0,1,no_control,-111.849175,33.240148,"<Point><coordinates>-111.849175,33.240148</coordinates></Point>"
1041,,42,42,0,1,no_control,-111.849166,33.225625,"<Point><coordinates>-111.849166,33.225625</coordinates></Point>"
673,,43,43,0,1,no_control,-111.828303,33.287045,"<Point><coordinates>-111.828303,33.287045</coordinates></Point>"
728,,44,44,0,1,no_control,-111.832228,33.281851,"<Point><coordinates>-111.832228,33.281851</coordinates></Point>"
798,,45,45,0,1,no_control,-111.832852,33.273185,"<Point><coordinates>-111.832852,33.273185</coordinates></Point>"
886,,46,46,0,1,no_control,-111.832019,33.254957,"<Point><coordinates>-111.832019,33.254957</coordinates></Point>"
657,,47,47,0,1,no_control,-111.815298,33.28443,"<Point><coordinates>-111.815298,33.284430</coordinates></Point>"
747,,48,48,0,1,no_control,-111.820329,33.27421,"<Point><coordinates>-111.820329,33.274210</coordinates></Point>"
882,,49,49,0,1,no_control,-111.814736,33.25518,"<Point><coordinates>-111.814736,33.255180</coordinates></Point>"
643,,50,50,0,1,no_control,-111.798222,33.284673,"<Point><coordinates>-111.798222,33.284673</coordinates></Point>"
738,,51,51,0,1,no_control,-111.798382,33.278063,"<Point><coordinates>-111.798382,33.278063</coordinates></Point>"
825,,52,52,0,1,no_control,-111.780704,33.268698,"<Point><coordinates>-111.780704,33.268698</coordinates></Point>"
875,,53,53,0,1,no_control,-111.797127,33.255266,"<Point><coordinates>-111.797127,33.255266</coordinates></Point>"
967,,54,54,0,1,no_control,-111.831951,33.240385,"<Point><coordinates>-111.831951,33.240385</coordinates></Point>"
1037,,55,55,0,1,no_control,-111.831906,33.225834,"<Point><coordinates>-111.831906,33.225834</coordinates></Point>"
956,,56,56,0,1,no_control,-111.814645,33.240613,"<Point><coordinates>-111.814645,33.240613</coordinates></Point>"
1033,,57,57,0,1,no_control,-111.814567,33.226104,"<Point><coordinates>-111.814567,33.226104</coordinates></Point>"
951,,58,58,0,1,no_control,-111.797382,33.240887,"<Point><coordinates>-111.797382,33.240887</coordinates></Point>"
1027,,59,59,0,1,no_control,-111.797957,33.226359,"<Point><coordinates>-111.797957,33.226359</coordinates></Point>"
927,,60,60,0,1,no_control,-111.763572,33.241028,"<Point><coordinates>-111.763572,33.241028</coordinates></Point>"
1019,,61,61,0,1,no_control,-111.764081,33.226498,"<Point><coordinates>-111.764081,33.226498</coordinates></Point>"
1082,,62,62,0,1,no_control,-111.849099,33.211063,"<Point><coordinates>-111.849099,33.211063</coordinates></Point>"
83,,63,63,0,1,no_control,-111.832745,33.371472,"<Point><coordinates>-111.832745,33.371472</coordinates></Point>"
92,,64,64,0,1,no_control,-111.827895,33.35713,"<Point><coordinates>-111.827895,33.357130</coordinates></Point>"
76,,65,65,0,1,no_control,-111.815266,33.371525,"<Point><coordinates>-111.815266,33.371525</coordinates></Point>"
121,,66,66,0,1,no_control,-111.81505,33.356991,"<Point><coordinates>-111.815050,33.356991</coordinates></Point>"
213,,67,67,0,1,no_control,-111.827181,33.343734,"<Point><coordinates>-111.827181,33.343734</coordinates></Point>"
69,,68,68,0,1,no_control,-111.797122,33.371633,"<Point><coordinates>-111.797122,33.371633</coordinates></Point>"
118,,69,69,0,1,no_control,-111.797659,33.3571,"<Point><coordinates>-111.797659,33.357100</coordinates></Point>"
211,,70,70,0,1,no_control,-111.797613,33.342615,"<Point><coordinates>-111.797613,33.342615</coordinates></Point>"
62,,71,71,0,1,no_control,-111.77999,33.371722,"<Point><coordinates>-111.779990,33.371722</coordinates></Point>"
114,,72,72,0,1,no_control,-111.780769,33.357253,"<Point><coordinates>-111.780769,33.357253</coordinates></Point>"
207,,73,73,0,1,no_control,-111.780674,33.342686,"<Point><coordinates>-111.780674,33.342686</coordinates></Point>"
54,,74,74,0,1,no_control,-111.763146,33.371826,"<Point><coordinates>-111.763146,33.371826</coordinates></Point>"
110,,75,75,0,1,no_control,-111.763827,33.357277,"<Point><coordinates>-111.763827,33.357277</coordinates></Point>"
203,,76,76,0,1,no_control,-111.763652,33.342806,"<Point><coordinates>-111.763652,33.342806</coordinates></Point>"
47,,77,77,0,1,no_control,-111.746987,33.371893,"<Point><coordinates>-111.746987,33.371893</coordinates></Point>"
106,,78,78,0,1,no_control,-111.746534,33.357419,"<Point><coordinates>-111.746534,33.357419</coordinates></Point>"
199,,79,79,0,1,no_control,-111.746287,33.342929,"<Point><coordinates>-111.746287,33.342929</coordinates></Point>"
6,,80,80,0,1,no_control,-111.724814,33.382703,"<Point><coordinates>-111.724814,33.382703</coordinates></Point>"
41,,81,81,0,1,no_control,-111.730075,33.371993,"<Point><coordinates>-111.730075,33.371993</coordinates></Point>"
102,,82,82,0,1,no_control,-111.72947,33.357554,"<Point><coordinates>-111.729470,33.357554</coordinates></Point>"
195,,83,83,0,1,no_control,-111.729164,33.34296,"<Point><coordinates>-111.729164,33.342960</coordinates></Point>"
34,,84,84,0,1,no_control,-111.712901,33.372062,"<Point><coordinates>-111.712901,33.372062</coordinates></Point>"
98,,85,85,0,1,no_control,-111.712459,33.35764,"<Point><coordinates>-111.712459,33.357640</coordinates></Point>"
191,,86,86,0,1,no_control,-111.712143,33.343166,"<Point><coordinates>-111.712143,33.343166</coordinates></Point>"
24,,87,87,0,1,no_control,-111.695713,33.372118,"<Point><coordinates>-111.695713,33.372118</coordinates></Point>"
88,,88,88,0,1,no_control,-111.695415,33.357715,"<Point><coordinates>-111.695415,33.357715</coordinates></Point>"
184,,89,89,0,1,no_control,-111.695511,33.339257,"<Point><coordinates>-111.695511,33.339257</coordinates></Point>"
216,,90,90,0,1,no_control,-111.814892,33.332445,"<Point><coordinates>-111.814892,33.332445</coordinates></Point>"
257,,91,91,0,1,no_control,-111.781004,33.328194,"<Point><coordinates>-111.781004,33.328194</coordinates></Point>"
412,,92,92,0,1,no_control,-111.78066,33.313715,"<Point><coordinates>-111.780660,33.313715</coordinates></Point>"
253,,93,93,0,1,no_control,-111.763606,33.328361,"<Point><coordinates>-111.763606,33.328361</coordinates></Point>"
406,,94,94,0,1,no_control,-111.763598,33.313849,"<Point><coordinates>-111.763598,33.313849</coordinates></Point>"
486,,95,95,0,1,no_control,-111.780591,33.299186,"<Point><coordinates>-111.780591,33.299186</coordinates></Point>"
626,,96,96,0,1,no_control,-111.780882,33.284702,"<Point><coordinates>-111.780882,33.284702</coordinates></Point>"
735,,97,97,0,1,no_control,-111.780594,33.273906,"<Point><coordinates>-111.780594,33.273906</coordinates></Point>"
731,,98,98,0,1,no_control,-111.763217,33.27363,"<Point><coordinates>-111.763217,33.273630</coordinates></Point>"
249,,99,99,0,1,no_control,-111.746289,33.328412,"<Point><coordinates>-111.746289,33.328412</coordinates></Point>"
402,,100,100,0,1,no_control,-111.751895,33.313922,"<Point><coordinates>-111.751895,33.313922</coordinates></Point>"
396,,101,101,0,1,no_control,-111.746173,33.314021,"<Point><coordinates>-111.746173,33.314021</coordinates></Point>"
478,,102,102,0,1,no_control,-111.7501,33.299473,"<Point><coordinates>-111.750100,33.299473</coordinates></Point>"
461,,103,103,0,1,no_control,-111.741677,33.295227,"<Point><coordinates>-111.741677,33.295227</coordinates></Point>"
615,,104,104,0,1,no_control,-111.745909,33.28318,"<Point><coordinates>-111.745909,33.283180</coordinates></Point>"
241,,105,105,0,1,no_control,-111.729155,33.332252,"<Point><coordinates>-111.729155,33.332252</coordinates></Point>"
334,,106,106,0,1,no_control,-111.729371,33.313871,"<Point><coordinates>-111.729371,33.313871</coordinates></Point>"
456,,107,107,0,1,no_control,-111.728986,33.299553,"<Point><coordinates>-111.728986,33.299553</coordinates></Point>"
612,,108,108,0,1,no_control,-111.728772,33.283255,"<Point><coordinates>-111.728772,33.283255</coordinates></Point>"
239,,109,109,0,1,no_control,-111.71207,33.332316,"<Point><coordinates>-111.712070,33.332316</coordinates></Point>"
222,,110,110,0,1,no_control,-111.694936,33.332316,"<Point><coordinates>-111.694936,33.332316</coordinates></Point>"
306,,111,111,0,1,no_control,-111.712264,33.313844,"<Point><coordinates>-111.712264,33.313844</coordinates></Point>"
449,,112,112,0,1,no_control,-111.711577,33.299476,"<Point><coordinates>-111.711577,33.299476</coordinates></Point>"
442,,113,113,0,1,no_control,-111.696486,33.299451,"<Point><coordinates>-111.696486,33.299451</coordinates></Point>"
608,,114,114,0,1,no_control,-111.711811,33.284965,"<Point><coordinates>-111.711811,33.284965</coordinates></Point>"
602,,115,115,0,1,no_control,-111.693217,33.285046,"<Point><coordinates>-111.693217,33.285046</coordinates></Point>"
815,,116,116,0,1,no_control,-111.712018,33.270561,"<Point><coordinates>-111.712018,33.270561</coordinates></Point>"
842,,117,117,0,1,no_control,-111.708783,33.258833,"<Point><coordinates>-111.708783,33.258833</coordinates></Point>"
846,,118,118,0,1,no_control,-111.693833,33.256092,"<Point><coordinates>-111.693833,33.256092</coordinates></Point>"
829,,119,119,0,1,no_control,-111.765562,33.268339,"<Point><coordinates>-111.765562,33.268339</coordinates></Point>"
870,,120,120,0,1,no_control,-111.76332,33.255708,"<Point><coordinates>-111.763320,33.255708</coordinates></Point>"
820,,121,121,0,1,no_control,-111.745556,33.269897,"<Point><coordinates>-111.745556,33.269897</coordinates></Point>"
864,,122,122,0,1,no_control,-111.745583,33.255651,"<Point><coordinates>-111.745583,33.255651</coordinates></Point>"
931,,123,123,0,1,no_control,-111.746593,33.241185,"<Point><coordinates>-111.746593,33.241185</coordinates></Point>"
1015,,124,124,0,1,no_control,-111.745726,33.226323,"<Point><coordinates>-111.745726,33.226323</coordinates></Point>"
860,,125,125,0,1,no_control,-111.714795,33.252439,"<Point><coordinates>-111.714795,33.252439</coordinates></Point>"
946,,126,126,0,1,no_control,-111.711913,33.241199,"<Point><coordinates>-111.711913,33.241199</coordinates></Point>"
1003,,127,127,0,1,no_control,-111.711898,33.226579,"<Point><coordinates>-111.711898,33.226579</coordinates></Point>"
902,,128,128,0,1,no_control,-111.694505,33.241556,"<Point><coordinates>-111.694505,33.241556</coordinates></Point>"
976,,129,129,0,1,no_control,-111.689188,33.224671,"<Point><coordinates>-111.689188,33.224671</coordinates></Point>"
719,,130,130,0,1,no_control,-111.676563,33.270712,"<Point><coordinates>-111.676563,33.270712</coordinates></Point>"
839,,131,131,0,1,no_control,-111.676806,33.256195,"<Point><coordinates>-111.676806,33.256195</coordinates></Point>"
754,,132,132,0,1,no_control,-111.644137,33.269389,"<Point><coordinates>-111.644137,33.269389</coordinates></Point>"
793,,133,133,0,1,no_control,-111.658684,33.260188,"<Point><coordinates>-111.658684,33.260188</coordinates></Point>"
925,,134,134,0,1,no_control,-111.66044,33.241334,"<Point><coordinates>-111.660440,33.241334</coordinates></Point>"
999,,135,135,0,1,no_control,-111.660365,33.226775,"<Point><coordinates>-111.660365,33.226775</coordinates></Point>"
773,,136,136,0,1,no_control,-111.62622,33.270393,"<Point><coordinates>-111.626220,33.270393</coordinates></Point>"
912,,137,137,0,1,no_control,-111.595259,33.23913,"<Point><coordinates>-111.595259,33.239130</coordinates></Point>"
916,,138,138,0,1,no_control,-111.625894,33.241393,"<Point><coordinates>-111.625894,33.241393</coordinates></Point>"
990,,139,139,0,1,no_control,-111.62518,33.221918,"<Point><coordinates>-111.625180,33.221918</coordinates></Point>"
1043,,140,140,0,1,no_control,-111.603798,33.215256,"<Point><coordinates>-111.603798,33.215256</coordinates></Point>"
1085,,141,141,0,1,no_control,-111.642254,33.197724,"<Point><coordinates>-111.642254,33.197724</coordinates></Point>"
1084,,142,142,0,1,no_control,-111.605851,33.200714,"<Point><coordinates>-111.605851,33.200714</coordinates></Point>"
768,,143,143,0,1,no_control,-111.571113,33.245419,"<Point><coordinates>-111.571113,33.245419</coordinates></Point>"
1078,,144,144,0,1,no_control,-111.831704,33.211891,"<Point><coordinates>-111.831704,33.211891</coordinates></Point>"
415,,145,145,0,1,no_control,-111.797651,33.317212,"<Point><coordinates>-111.797651,33.317212</coordinates></Point>"
482,,146,146,0,1,no_control,-111.764193,33.299321,"<Point><coordinates>-111.764193,33.299321</coordinates></Point>"
260,,147,147,0,1,no_control,-111.797656,33.328109,"<Point><coordinates>-111.797656,33.328109</coordinates></Point>"
212,,148,148,0,1,no_control,-111.814202,33.342905,"<Point><coordinates>-111.814202,33.342905</coordinates></Point>"
742,,149,149,0,1,no_control,-111.812476,33.271202,"<Point><coordinates>-111.812476,33.271202</coordinates></Point>"
779,,150,150,0,1,no_control,-111.608994,33.270315,"<Point><coordinates>-111.608994,33.270315</coordinates></Point>"
785,,151,151,0,1,no_control,-111.591752,33.270233,"<Point><coordinates>-111.591752,33.270233</coordinates></Point>"
831,,152,152,0,1,no_control,-111.798136,33.268309,"<Point><coordinates>-111.798136,33.268309</coordinates></Point>"
835,,153,153,0,1,no_control,-111.832761,33.265929,"<Point><coordinates>-111.832761,33.265929</coordinates></Point>"
849,,154,154,0,1,no_control,-111.626039,33.255899,"<Point><coordinates>-111.626039,33.255899</coordinates></Point>"
854,,155,155,0,1,no_control,-111.608816,33.255869,"<Point><coordinates>-111.608816,33.255869</coordinates></Point>"
858,,156,156,0,1,no_control,-111.591664,33.255836,"<Point><coordinates>-111.591664,33.255836</coordinates></Point>"
906,,157,157,0,1,no_control,-111.67747,33.241676,"<Point><coordinates>-111.677470,33.241676</coordinates></Point>"
922,,158,158,0,1,no_control,-111.643148,33.241393,"<Point><coordinates>-111.643148,33.241393</coordinates></Point>"
935,,159,159,0,1,no_control,-111.727718,33.240644,"<Point><coordinates>-111.727718,33.240644</coordinates></Point>"
974,,160,160,0,1,no_control,-111.609514,33.234812,"<Point><coordinates>-111.609514,33.234812</coordinates></Point>"
979,,161,161,0,1,no_control,-111.677448,33.226875,"<Point><coordinates>-111.677448,33.226875</coordinates></Point>"
985,,162,162,0,1,no_control,-111.696689,33.22765,"<Point><coordinates>-111.696689,33.227650</coordinates></Point>"
997,,163,163,0,1,no_control,-111.643124,33.226821,"<Point><coordinates>-111.643124,33.226821</coordinates></Point>"
1004,,164,164,0,1,no_control,-111.732003,33.217513,"<Point><coordinates>-111.732003,33.217513</coordinates></Point>"
1023,,165,165,0,1,no_control,-111.78104,33.22646,"<Point><coordinates>-111.781040,33.226460</coordinates></Point>"
1029,,166,166,0,1,no_control,-111.607386,33.229005,"<Point><coordinates>-111.607386,33.229005</coordinates></Point>"
1046,,167,167,0,1,no_control,-111.643117,33.212251,"<Point><coordinates>-111.643117,33.212251</coordinates></Point>"
1054,,168,168,0,1,no_control,-111.694521,33.212007,"<Point><coordinates>-111.694521,33.212007</coordinates></Point>"
1057,,169,169,0,1,no_control,-111.677446,33.212091,"<Point><coordinates>-111.677446,33.212091</coordinates></Point>"
1050,,170,170,0,1,no_control,-111.660355,33.212156,"<Point><coordinates>-111.660355,33.212156</coordinates></Point>"
1059,,171,171,0,1,no_control,-111.711778,33.212012,"<Point><coordinates>-111.711778,33.212012</coordinates></Point>"
1063,,172,172,0,1,no_control,-111.764002,33.211958,"<Point><coordinates>-111.764002,33.211958</coordinates></Point>"
1067,,173,173,0,1,no_control,-111.780939,33.211931,"<Point><coordinates>-111.780939,33.211931</coordinates></Point>"
1071,,174,174,0,1,no_control,-111.797827,33.211855,"<Point><coordinates>-111.797827,33.211855</coordinates></Point>"
1075,,175,175,0,1,no_control,-111.815173,33.211623,"<Point><coordinates>-111.815173,33.211623</coordinates></Point>"
378,,1216,200,0,1,no_control,-111.918919,33.327518,"<Point><coordinates>-111.918919,33.327518</coordinates></Point>"
371,,1220,201,0,1,no_control,-111.901505,33.327445,"<Point><coordinates>-111.901505,33.327445</coordinates></Point>"
1083,,3250,202,0,1,no_control,-111.608815,33.196224,"<Point><coordinates>-111.608815,33.196224</coordinates></Point>"
774,,3533,203,0,1,no_control,-111.626654,33.277622,"<Point><coordinates>-111.626654,33.277622</coordinates></Point>"
786,,3536,204,0,1,no_control,-111.591799,33.277033,"<Point><coordinates>-111.591799,33.277033</coordinates></Point>"
782,,3539,205,0,1,no_control,-111.599573,33.26997,"<Point><coordinates>-111.599573,33.269970</coordinates></Point>"
776,,3540,206,0,1,no_control,-111.616888,33.269823,"<Point><coordinates>-111.616888,33.269823</coordinates></Point>"
784,,3542,207,0,1,no_control,-111.591623,33.262677,"<Point><coordinates>-111.591623,33.262677</coordinates></Point>"
909,,3545,208,0,1,no_control,-111.617415,33.244638,"<Point><coordinates>-111.617415,33.244638</coordinates></Point>"
857,,3546,209,0,1,no_control,-111.591953,33.248491,"<Point><coordinates>-111.591953,33.248491</coordinates></Point>"
760,,3550,210,0,1,no_control,-111.634256,33.270279,"<Point><coordinates>-111.634256,33.270279</coordinates></Point>"
756,,3554,211,0,1,no_control,-111.644177,33.277464,"<Point><coordinates>-111.644177,33.277464</coordinates></Point>"
995,,3559,212,0,1,no_control,-111.642939,33.219174,"<Point><coordinates>-111.642939,33.219174</coordinates></Point>"
905,,3560,213,0,1,no_control,-111.678161,33.234166,"<Point><coordinates>-111.678161,33.234166</coordinates></Point>"
978,,3561,214,0,1,no_control,-111.677728,33.219246,"<Point><coordinates>-111.677728,33.219246</coordinates></Point>"
983,,3562,215,0,1,no_control,-111.702562,33.226347,"<Point><coordinates>-111.702562,33.226347</coordinates></Point>"
1002,,3563,216,0,1,no_control,-111.711827,33.21896,"<Point><coordinates>-111.711827,33.218960</coordinates></Point>"
1058,,3567,217,0,1,no_control,-111.710979,33.204156,"<Point><coordinates>-111.710979,33.204156</coordinates></Point>"
1008,,3570,218,0,1,no_control,-111.719988,33.212127,"<Point><coordinates>-111.719988,33.212127</coordinates></Point>"
1049,,3571,219,0,1,no_control,-111.668698,33.211667,"<Point><coordinates>-111.668698,33.211667</coordinates></Point>"
988,,3582,220,0,1,no_control,-111.633477,33.211592,"<Point><coordinates>-111.633477,33.211592</coordinates></Point>"
1048,,3583,221,0,1,no_control,-111.659914,33.204432,"<Point><coordinates>-111.659914,33.204432</coordinates></Point>"
934,,3777,222,0,1,no_control,-111.727871,33.23355,"<Point><coordinates>-111.727871,33.233550</coordinates></Point>"
1012,,3783,223,0,1,no_control,-111.754641,33.21188,"<Point><coordinates>-111.754641,33.211880</coordinates></Point>"
1062,,3786,224,0,1,no_control,-111.763802,33.204454,"<Point><coordinates>-111.763802,33.204454</coordinates></Point>"
1066,,3788,225,0,1,no_control,-111.780901,33.204598,"<Point><coordinates>-111.780901,33.204598</coordinates></Point>"
1061,,3789,226,0,1,no_control,-111.771888,33.211775,"<Point><coordinates>-111.771888,33.211775</coordinates></Point>"
18,,7916,227,0,0,unknown_control,-111.719271,33.387098,"<Point><coordinates>-111.719271,33.387098</coordinates></Point>"
20,,7921,228,0,0,unknown_control,-111.719045,33.387073,"<Point><coordinates>-111.719045,33.387073</coordinates></Point>"
10,,7925,229,0,0,unknown_control,-111.724461,33.386644,"<Point><coordinates>-111.724461,33.386644</coordinates></Point>"
9,,7955,230,0,0,unknown_control,-111.724573,33.386622,"<Point><coordinates>-111.724573,33.386622</coordinates></Point>"
7,,7980,231,0,0,unknown_control,-111.724769,33.386466,"<Point><coordinates>-111.724769,33.386466</coordinates></Point>"
15,,8010,232,0,0,unknown_control,-111.719637,33.385947,"<Point><coordinates>-111.719637,33.385947</coordinates></Point>"
17,,8035,233,0,0,unknown_control,-111.719417,33.385979,"<Point><coordinates>-111.719417,33.385979</coordinates></Point>"
600,,8057,234,0,0,unknown_control,-111.704359,33.278153,"<Point><coordinates>-111.704359,33.278153</coordinates></Point>"
601,,8059,235,0,1,no_control,-111.694253,33.277885,"<Point><coordinates>-111.694253,33.277885</coordinates></Point>"
844,,8062,236,0,1,no_control,-111.703065,33.256232,"<Point><coordinates>-111.703065,33.256232</coordinates></Point>"
14,,8167,237,0,1,no_control,-111.720755,33.382494,"<Point><coordinates>-111.720755,33.382494</coordinates></Point>"
30,,8193,238,0,0,unknown_control,-111.687921,33.379346,"<Point><coordinates>-111.687921,33.379346</coordinates></Point>"
26,,8195,239,0,1,no_control,-111.696579,33.379342,"<Point><coordinates>-111.696579,33.379342</coordinates></Point>"
25,,8196,240,0,0,unknown_control,-111.705136,33.379299,"<Point><coordinates>-111.705136,33.379299</coordinates></Point>"
35,,8199,241,0,1,no_control,-111.713749,33.379294,"<Point><coordinates>-111.713749,33.379294</coordinates></Point>"
12,,8200,242,0,0,unknown_control,-111.72241,33.379272,"<Point><coordinates>-111.722410,33.379272</coordinates></Point>"
1,,8201,243,0,1,no_control,-111.726734,33.379252,"<Point><coordinates>-111.726734,33.379252</coordinates></Point>"
43,,8203,244,0,1,no_control,-111.731164,33.379236,"<Point><coordinates>-111.731164,33.379236</coordinates></Point>"
42,,8205,245,0,1,no_control,-111.735448,33.379234,"<Point><coordinates>-111.735448,33.379234</coordinates></Point>"
39,,8209,246,0,0,unknown_control,-111.739668,33.379216,"<Point><coordinates>-111.739668,33.379216</coordinates></Point>"
49,,8212,247,0,1,no_control,-111.748464,33.379168,"<Point><coordinates>-111.748464,33.379168</coordinates></Point>"
48,,8213,248,0,0,unknown_control,-111.753981,33.379153,"<Point><coordinates>-111.753981,33.379153</coordinates></Point>"
56,,8215,249,0,1,no_control,-111.762675,33.379123,"<Point><coordinates>-111.762675,33.379123</coordinates></Point>"
55,,8217,250,0,0,unknown_control,-111.771261,33.379086,"<Point><coordinates>-111.771261,33.379086</coordinates></Point>"
63,,8218,251,0,1,no_control,-111.78144,33.379059,"<Point><coordinates>-111.781440,33.379059</coordinates></Point>"
60,,8220,252,0,0,unknown_control,-111.788371,33.379015,"<Point><coordinates>-111.788371,33.379015</coordinates></Point>"
70,,8221,253,0,1,no_control,-111.797033,33.378996,"<Point><coordinates>-111.797033,33.378996</coordinates></Point>"
67,,8223,254,0,0,unknown_control,-111.807257,33.378923,"<Point><coordinates>-111.807257,33.378923</coordinates></Point>"
77,,8226,255,0,1,no_control,-111.81433,33.378915,"<Point><coordinates>-111.814330,33.378915</coordinates></Point>"
81,,8227,256,0,0,unknown_control,-111.841091,33.378789,"<Point><coordinates>-111.841091,33.378789</coordinates></Point>"
74,,8230,257,0,0,unknown_control,-111.824888,33.37883,"<Point><coordinates>-111.824888,33.378830</coordinates></Point>"
84,,8231,258,0,1,no_control,-111.833986,33.378798,"<Point><coordinates>-111.833986,33.378798</coordinates></Point>"
29,,8293,259,0,0,unknown_control,-111.687868,33.375737,"<Point><coordinates>-111.687868,33.375737</coordinates></Point>"
28,,8301,260,0,1,no_control,-111.687822,33.372175,"<Point><coordinates>-111.687822,33.372175</coordinates></Point>"
22,,8304,261,0,1,no_control,-111.70499,33.372134,"<Point><coordinates>-111.704990,33.372134</coordinates></Point>"
32,,8306,262,0,1,no_control,-111.722164,33.372121,"<Point><coordinates>-111.722164,33.372121</coordinates></Point>"
38,,8313,263,0,1,no_control,-111.739263,33.372009,"<Point><coordinates>-111.739263,33.372009</coordinates></Point>"
46,,8317,264,0,1,no_control,-111.755157,33.371951,"<Point><coordinates>-111.755157,33.371951</coordinates></Point>"
52,,8319,265,0,1,no_control,-111.773687,33.371825,"<Point><coordinates>-111.773687,33.371825</coordinates></Point>"
